domain,date,title,emotion
gazeteduvar.com.tr,2023-04-30,'EGO' final yapıyor,happiness
gazeteduvar.com.tr,2023-04-30,İzmir’de iki miting ışığında seçim manzarası,
gazeteduvar.com.tr,2023-05-01,Gül Sunal'dan evlilik yıl dönümü mesajı: Bu böyle yarım kalmayacak,
gazeteduvar.com.tr,2023-05-01,Millet İttifakı'nın yeni seçim şarkısı ilk kez Manisa'da çalındı,
gazeteduvar.com.tr,2023-05-02,Marmaray'da seferler gecikmeli yapılıyor,anger
gazeteduvar.com.tr,2023-05-02,"Akşener, gençlere 'Kore kalbi' yaptı: Oğlum ne hale koydunuz bizi yahu",anger
gazeteduvar.com.tr,2023-05-03,İstediği türküyü çalmayan sokak müzisyenini öldürdü,anger
gazeteduvar.com.tr,2023-05-03,Selçuk Yöntem'den Mehmet Aslantuğ'a destek,
gazeteduvar.com.tr,2023-05-04,Almanya'da ırkçı saldırı: Siyah milletvekilinin ofisi kundaklandı,anger
gazeteduvar.com.tr,2023-05-04,Soylu'nun ardından Erdoğan da Dilek İmamoğlu'nu hedef aldı,anger
gazeteduvar.com.tr,2023-05-05,Aydın'da bir kadın erkek şiddetinden öldü,sadness
gazeteduvar.com.tr,2023-05-05,Kılıçdaroğlu: Erdoğan kısır bir tartışmanın içine girelim istiyor,
gazeteduvar.com.tr,2023-05-06,"Selin Sayek Böke'den bakanlık açıklaması: Birikimim bu yönde, hazırım",hope
gazeteduvar.com.tr,2023-05-06,Esenyurt mitingi başladı: Bir oy Yeşil Sol'a bir oy Kılıçdaroğlu'na,hope
gazeteduvar.com.tr,2023-05-07,Mersin'de Yeşil Sol Parti'nin aracına saldırı,anger
gazeteduvar.com.tr,2023-05-07,"AK Partili İşler, taşlı saldırıda İmamoğlu'nu suçladı: Provokasyon yaparak mağduru oynayacaksınız",anger
gazeteduvar.com.tr,2023-05-08,Enerji Bakanı Sönmez'den 14 Mayıs açıklaması: 'Jeneratörler hazır',
gazeteduvar.com.tr,2023-05-08,Kaymakam adaylarının 'liyakat' tablosu: Hısım akraba ilişkileri,anger
gazeteduvar.com.tr,2023-05-09,Urartu’nun Van’a yansı(ma)ması,
gazeteduvar.com.tr,2023-05-09,Yurt dışında ve gümrüklerde oy kullananların sayısı 1 milyon 800 bine yaklaştı,hope
gazeteduvar.com.tr,2023-05-10,Depremzede öğrencilere ek yüzde 25 kontenjan,
gazeteduvar.com.tr,2023-05-10,Danıştay e-ticaret yönetmeliğini durdurdu,
gazeteduvar.com.tr,2023-05-11,Muharrem İnce genel merkeze gidiyor: '11 isimden 8'i 'çekilelim' dedi',
gazeteduvar.com.tr,2023-05-11,Soylu: 14 Mayıs'tan sonra biz sizin üzerinizde tepineceğiz,anger
gazeteduvar.com.tr,2023-05-12,"Millet İttifakı liderleri: Milletimiz müsterih olsun, seçime hazırız",hope
gazeteduvar.com.tr,2023-05-12,"İmamoğlu ve Yavaş gençlere seslendi: 'Aramızda kalsın, kazanıyoruz'",hope
gazeteduvar.com.tr,2023-05-13,Muharrem İnce paylaşımına 17 gözaltı kararı,
gazeteduvar.com.tr,2023-05-13,YSK üyeleri seçimi 'Kokpit' ekranından takip edecek,hope
gazeteduvar.com.tr,2023-05-14,İki kadın adayın yarıştığı Dersim'de vekili Yeşil Sol Parti çıkardı,hope
gazeteduvar.com.tr,2023-05-14,"Şanlıurfa Valiliği: Toplu oy kullanılmadı, darp olmadı",
gazeteduvar.com.tr,2023-05-15,HÜDA PAR’ın 4 adayı da Mecliste,
gazeteduvar.com.tr,2023-05-15,YSK Başkanı: Sandıkların yüzde 69.12'si sisteme girildi,
gazeteduvar.com.tr,2023-05-16,"Wall Street Journal: Erdoğan, elindeki avantajlara rağmen mutlak zafer kazanamadı",
gazeteduvar.com.tr,2023-05-16,Kocaeli'de 6 parti milletvekili çıkardı,
gazeteduvar.com.tr,2023-05-17,Kadına kimyasal atan erkek yargılanıyor: 'Cezai sorumluluğu tam',
gazeteduvar.com.tr,2023-05-17,ABD basını: Erdoğan seçilirse AB'deki bazıları rahat bir nefes alacak,hope
gazeteduvar.com.tr,2023-05-18,Dünyanın en uzun burunlu insanı Mehmet Özyürek vefat etti,sadness
gazeteduvar.com.tr,2023-05-18,Erdoğan: Seçim sonuçları Kılıçdaroğlu ve CHP'nin dengesini iyice bozdu,
gazeteduvar.com.tr,2023-05-19,"SAADET, video eleştirilerine yanıt verdi",
gazeteduvar.com.tr,2023-05-19,Berlusconi 45 gün sonra hastaneden taburcu edildi,hope
gazeteduvar.com.tr,2023-05-20,Cemal Enginyurt: Kılıçdaroğlu acilen beni İçişleri Bakanı ilan etmeli,anger
gazeteduvar.com.tr,2023-05-20,"Süper Lig'de günün maçları: Lider Galatasaray, Sivasspor'u ağırlıyor",happiness
gazeteduvar.com.tr,2023-05-21,Korkunun saltanat ve sefaleti,fear
gazeteduvar.com.tr,2023-05-21,Taciz mesajlarını dosya yapıp avukatlara satmışlar,anger
gazeteduvar.com.tr,2023-05-22,Almanya'da Türkiye’ye casus yazılım sattığı iddia edilen firmaya baskın,anger
gazeteduvar.com.tr,2023-05-22,"Kılıçdaroğlu ile Özdağ, Ahlatlıbel'de görüştü",
gazeteduvar.com.tr,2023-05-23,"İmamoğlu'nu gören çocuk: 'Okulu astım geldim, Eko başkan'",happiness
gazeteduvar.com.tr,2023-05-23,Kılıçdaroğlu'ndan Erdoğan'a: Montajcı sahtekar,anger
gazeteduvar.com.tr,2023-05-24,Terörle Mücadele polisinden trafik polisine yumruk: 5 yıl isteniyor,anger
gazeteduvar.com.tr,2023-05-24,Kılıçdaroğlu: Tarafsızlığı ile dünyaya ün salmış TRT'den gönüllere taht kurmuş Erdoğan'a sesleniyorum,
gazeteduvar.com.tr,2023-05-25,Değişim için bir kere daha,
gazeteduvar.com.tr,2023-05-25,Sarıgül'den BBC'ye: Zıkkımın kökünü yemeyesiniz,anger
gazeteduvar.com.tr,2023-05-26,Gazeteciler üzerinde Demokles'in kılıcı: Denetimli serbestlik,
gazeteduvar.com.tr,2023-05-26,"AK Partili meclis üyesi şikayet etti, Gaffar Okkan ve Konca Kuriş pankartları toplatıldı",
gazeteduvar.com.tr,2023-05-27,Hastanede kullanılacak tıbbi cihazlara 'garanti belgesi' zorunluluğu,hope
gazeteduvar.com.tr,2023-05-27,Umudu çocuklar için diri tutacağız,hope
gazeteduvar.com.tr,2023-05-28,Külliye'de kutlamalar başladı,
gazeteduvar.com.tr,2023-05-28,Bakan Varank'ın sandığından Kılıçdaroğlu çıktı,
gazeteduvar.com.tr,2023-05-29,Mesut Özil'den Erdoğan'a tebrik mesajı: Hamdolsun,happiness
gazeteduvar.com.tr,2023-05-29,"Tarikattan Nesin Vakfı'na 'kutlama' tacizi: Silahlılar, yetkilileri uyarıyorum",anger
gazeteduvar.com.tr,2023-05-30,Dedeoğulları katliamı davasında sanığa 7 kez ağırlaştırılmış müebbet hapis,anger
gazeteduvar.com.tr,2023-05-30,'Başlık parası' cinayeti: Abisini öldürdü,anger
gazeteduvar.com.tr,2023-05-31,Son 2 gün: TİP Milletvekili Can Atalay'ın doyası ilgili daireye gönderilmedi,
gazeteduvar.com.tr,2023-05-31,"Der Spiegel, seçim sonrası Türkiye'yi yazdı: Daha kötüye gidebilir mi?",
gazeteduvar.com.tr,2023-06-01,"Kaldırımda oynayan çocukları darp edip, kendilerini uyaran baba ve oğlunu vurdular",anger
gazeteduvar.com.tr,2023-06-01,İktidarın mekânsal performansı: Balkon konuşması,hope
gazeteduvar.com.tr,2023-06-02,Sanatçı Ümit Besen'in babası hayatını kaybetti,sadness
gazeteduvar.com.tr,2023-06-02,TİP: Milletvekilimiz hukuksuz biçimde cezaevinde tutuluyor,anger
gazeteduvar.com.tr,2023-06-03,Cumartesi Anneleri'ne ters kelepçeli gözaltı,anger
gazeteduvar.com.tr,2023-06-03,20 bin liralık 'drift': Sürücüye ceza verildi,anger
gazeteduvar.com.tr,2023-06-04,Adalet Bakanlığı'nda devir teslim: Bakan Tunç'tan 'yeni Anayasa' mesajı,
gazeteduvar.com.tr,2023-06-04,"İçişleri Bakanlığı'nda devir teslim: Soylu dönemi bitti, Yerlikaya geldi",hope
gazeteduvar.com.tr,2023-06-05,6 yaşındaki çocuğa istismar davasında bugün karar bekleniyor,sadness
gazeteduvar.com.tr,2023-06-05,Şırnak Valiliği'nden Mustafa Erdem açıklaması: Tahkikat yapılmakta,
gazeteduvar.com.tr,2023-06-06,Ege Üniversitesi Rektörü'nün ismi dekanlık binasına verildi: 'Dünyada örneği yok',happiness
gazeteduvar.com.tr,2023-06-06,Sırrı Sakık'tan Kılıçdaroğlu'na Babala yanıtı: 'Mahkemede hesabını vereceksiniz',
gazeteduvar.com.tr,2023-06-07,"Barajda sular yükseliyor: Rusya acil durum ilan etti, Ukrayna '42 bin kişi risk altında' dedi",fear
gazeteduvar.com.tr,2023-06-07,Nurhan Damcıoğlu son yolculuğuna uğurlandı,
gazeteduvar.com.tr,2023-06-08,"Milli Savunma Bakanlığı, kuvvet komutanlıklarından hac başvurusu istedi",
gazeteduvar.com.tr,2023-06-08,"Sera Kadıgil, tutuklu vekil Can Atalay'ın son durumunu canlı yayında anlattı",
gazeteduvar.com.tr,2023-06-09,"Valencia, Cenk Özkaçar'ın bonservisini aldı",
gazeteduvar.com.tr,2023-06-09,Merkez Bankası Başkanı Erkan'ın resmi Twitter hesabı yok ama açacak,
gazeteduvar.com.tr,2023-06-10,"Ameliyat edilen Papa, gelecek haftayı da hastanede geçirecek",sadness
gazeteduvar.com.tr,2023-06-10,'AKP Almanya'daki seçim çalışmalarına 2021'de başladı',
gazeteduvar.com.tr,2023-06-11,"Boğaz geçişlerinde yeni düzenleme: 4,42 dolara yükseltildi",
gazeteduvar.com.tr,2023-06-11,Adana'da trafik kazası: 2 polis ağır yaralandı,sadness
gazeteduvar.com.tr,2023-06-12,Soros'tan 'Ukrayna' açıklaması: Üçüncü Dünya Savaşı’nın başlangıcı,fear
gazeteduvar.com.tr,2023-06-12,Kavcıoğlu döneminde TL yüzde 64 değer kaybetti,sadness
gazeteduvar.com.tr,2023-06-13,Kenya Milli Futbol Takımı'na Denizli'den transfer,
gazeteduvar.com.tr,2023-06-13,Çapa Tıp Fakültesi'ndeki yangın söndürüldü,
gazeteduvar.com.tr,2023-06-14,Türkiye'de iki kişiden birisi okuduğu habere güvenmiyor,
gazeteduvar.com.tr,2023-06-14,"Türkiye, Suriye, Rusya ve İran'dan Astana'da dörtlü toplantı",
gazeteduvar.com.tr,2023-06-15,Manisa'da yolcu otobüsü kamyona çarptı: 21 yaralı,sadness
gazeteduvar.com.tr,2023-06-15,"Almanya'da bir erkek kadınları şatodan aşağı attı: 1 ölü, 1 yaralı",anger
gazeteduvar.com.tr,2023-06-16,Avukat Belen Nesil Coşğun'un erkek arkadaşı tutuklandı,sadness
gazeteduvar.com.tr,2023-06-16,"Gerçekti, hayal oldu: Düğünlerin yeni modası imitasyon altın",happiness
gazeteduvar.com.tr,2023-06-17,NATO savunma planında uzlaşamadı: 'Türkiye bloke etti',
gazeteduvar.com.tr,2023-06-17,"Uğur Dündar önce istifa etti, sonra geri döndü",
gazeteduvar.com.tr,2023-06-18,Tokat'ta sel nedeniyle 10 araç mahsur kaldı,fear
gazeteduvar.com.tr,2023-06-18,İmamoğlu'ndan Erdoğan'a 'fetret' yanıtı: Anlıyorum ki büyük bir bunalıma soktuk,sadness
gazeteduvar.com.tr,2023-06-19,Saimbeyli'de 4.0 büyüklüğünde deprem,
gazeteduvar.com.tr,2023-06-19,Selvi: Perşembe günü ciddi oranda bir faiz artışı olacak,fear
gazeteduvar.com.tr,2023-06-20,Yoksul hane sayısı 1 yılda 1 milyon arttı,sadness
gazeteduvar.com.tr,2023-06-20,Kuzey Kıbrıs'ta ara seçim: 'Yeni bir dönemin önü açılacak',
gazeteduvar.com.tr,2023-06-21,İYİ Partili Murat Keçeciler istifa etti,
gazeteduvar.com.tr,2023-06-21,Paris'te patlama: En az 16 kişi yaralandı,fear
gazeteduvar.com.tr,2023-06-22,Bülent Turan Kimdir?,
gazeteduvar.com.tr,2023-06-22,"MUBI, 'Inshallah a Boy' filminin Türkiye haklarını satın aldı",hope
gazeteduvar.com.tr,2023-06-23,"Manisa'da fabrikada çıkan yangın, 16 saattir sürüyor",fear
gazeteduvar.com.tr,2023-06-23,Şador ango romana trajediya desthilata mêrane,
gazeteduvar.com.tr,2023-06-24,Af Örgütü’nden İran’ın idama mahkum ettiği 7 Kürt için çağrı,
gazeteduvar.com.tr,2023-06-24,'Küba aşılarına uygulanan ambargo ağır bir insanlık suçu',anger
gazeteduvar.com.tr,2023-06-25,Miçotakis sandık başında: 'İstikrarlı bir Yunanistan için oy veriyoruz',hope
gazeteduvar.com.tr,2023-06-25,"Tunç, Markaris, Fowles: Uzun bir yaz için okuma listesi",
gazeteduvar.com.tr,2023-06-26,"Babacan: Kimseye borcumuz yok, helalinden kazanmış 15 vekilimiz var",happiness
gazeteduvar.com.tr,2023-06-26,"Elton John, İngiltere'de son konserini verdi",happiness
gazeteduvar.com.tr,2023-06-27,Reuters'ın 'Bilal Erdoğan' haberi nedeniyle 93 siteye erişim engeli,
gazeteduvar.com.tr,2023-06-27,İran'da toz fırtınası: 4 günde 764 kişi hastaneye kaldırıldı,fear
gazeteduvar.com.tr,2023-06-28,"Yanardağ’ın avukatı: Dosyada program kaydı yok, tutuklama 'delil'i montajlı video",anger
gazeteduvar.com.tr,2023-06-28,Madımak'ın 30'uncu yılında Behçet Aysan şiirlerinden şarkılar albümü çıkıyor: Yanık Ağıt,sadness
gazeteduvar.com.tr,2023-06-29,Kemal Kılıçdaroğlu'nun dayısı vefat etti,
gazeteduvar.com.tr,2023-06-29,"Eski Fenerbahçeli Min-jae Kim, Bayern Münih yolunda",hope
gazeteduvar.com.tr,2023-06-30,Her şeyin yasak olduğu ilçe: Yüksekova,
gazeteduvar.com.tr,2023-06-30,Türkiye'nin Lizbon Büyükelçisi Murat Karagöz kalp krizi geçirdi,sadness
gazeteduvar.com.tr,2023-07-01,"Polonya, NATO'dan ülkeye nükleer silah konuşlandırmasını istedi",fear
gazeteduvar.com.tr,2023-07-01,Diyarbakır'da kayıp yakınları doktor Recai Aydın’ın akıbetini sordu,sadness
gazeteduvar.com.tr,2023-07-02,Pamukkale Ekspresi'nde yangın çıktı,fear
gazeteduvar.com.tr,2023-07-02,Fransa’dan Türkiye’ye 'korku' ithalatı,fear
gazeteduvar.com.tr,2023-07-03,Emekliler Haftası ve Dünya Emekliler Günü,
gazeteduvar.com.tr,2023-07-03,"Kocaeli milletvekillerinden 'Dilovası’ açıklaması: Adli bir olayın, linç olayına dönüşmesini kabul etmiyoruz",anger
gazeteduvar.com.tr,2023-07-04,Bayramda 3 milyonun üzerinde küçükbaş hayvan satıldı,happiness
gazeteduvar.com.tr,2023-07-04,"HDP’nin ikilemi, muhalefetin sorumluluğu",hope
gazeteduvar.com.tr,2023-07-05,"Cengiz Şıklaroğlu'nun aslanı ormana kaçtı, polis okla yakaladı",fear
gazeteduvar.com.tr,2023-07-05,İstanbul Valiliği: Hiçbir iş yerinde nargile servisi yapılmayacak,
gazeteduvar.com.tr,2023-07-06,"Samsunspor Başkanı Yüksel Yıldırım, Fransa'dan takım satın aldı",hope
gazeteduvar.com.tr,2023-07-06,Zenginleri vergiye bağlayacak: İspanyol bakandan gençlere 20 bin euro vaadi,hope
gazeteduvar.com.tr,2023-07-07,AK Partili belediye vergi borcuna karşı iki camiyi satıyor,anger
gazeteduvar.com.tr,2023-07-07,Çünkü neden,
gazeteduvar.com.tr,2023-07-08,Erdoğan Bayburt'ta: Emeklileri enflasyona ezdirmeme sözümüzü tutuyoruz,hope
gazeteduvar.com.tr,2023-07-08,"De Gea, Manchester United'dan ayrıldı",sadness
gazeteduvar.com.tr,2023-07-09,"Erkan Oğur, Özkan Uğur'a böyle veda etti: Güllerin içine gitti...",
gazeteduvar.com.tr,2023-07-09,Urfa'da doğaya salınan kelaynak öldü,sadness
gazeteduvar.com.tr,2023-07-10,60'ıncı Altın Portakal Film Festivali'nin jüri başkanı Demet Akbağ oldu,happiness
gazeteduvar.com.tr,2023-07-10,Fırıncılar tarife bekliyor,hope
gazeteduvar.com.tr,2023-07-11,"22 yıllık TRT çalışanı, Mahir Çayan'ı andığı için işten çıkartıldı",anger
gazeteduvar.com.tr,2023-07-11,İstanbul'da tedbir amaçlı boşaltılan 3 katlı özel üniversite binası çöktü,sadness
gazeteduvar.com.tr,2023-07-12,Zafer Partisi heyeti Suriye'ye alınmadı,anger
gazeteduvar.com.tr,2023-07-12,Aliağa'daki orman yangınına 2 gözaltı,sadness
gazeteduvar.com.tr,2023-07-13,Çiğdem Mater'den 'Gezi tebliğnamesi' açıklaması: Umudumu koruyorum,hope
gazeteduvar.com.tr,2023-07-13,Lavrov: Ukrayna'ya F-16 gönderilmesini nükleer tehdit olarak görürüz,fear
gazeteduvar.com.tr,2023-07-14,Juventus da Avrupa Süper Ligi'nden ayrıldı,sadness
gazeteduvar.com.tr,2023-07-14,Ahmet Taşgetiren: Güçlülerin hukuku ile AB'ye girilebilir mi?,
gazeteduvar.com.tr,2023-07-15,James Cameron'a teklif gitti: Titan denizaltısı dizi oluyor,hope
gazeteduvar.com.tr,2023-07-15,6 ilde düzenlenen IŞİD operasyonunda 7 kişi tutuklandı,
gazeteduvar.com.tr,2023-07-16,Darülaceze bağışlarını özel harcamalarında kullanan çalışan: 'Unutkanlığım var',anger
gazeteduvar.com.tr,2023-07-16,"Putin, Danone ve Carlsberg'e kayyım atadı",
gazeteduvar.com.tr,2023-07-17,Rusya: Kırım Köprüsü'ndeki patlamalarda 2 kişi öldü,sadness
gazeteduvar.com.tr,2023-07-17,Ağaçta mahsur kalan kedi kalp masajıyla hayata döndü,happiness
gazeteduvar.com.tr,2023-07-18,Ölü bulunan 'Maserati'li polisin davası düştü,sadness
gazeteduvar.com.tr,2023-07-18,Merkel'in 5 yıllık mülteci politikasının bilançosu,
gazeteduvar.com.tr,2023-07-19,"AB'nin en uzun bayrak direği: 111 metre, 110 ton",
gazeteduvar.com.tr,2023-07-19,"İYİ Partili Türkkan, AK Partili Karaismailoğlu'na tazminat ödeyecek",anger
gazeteduvar.com.tr,2023-07-20,"İHD Van Şubesi, Suruç Katliamı'nda yaşamını yitirenleri andı",sadness
gazeteduvar.com.tr,2023-07-20,Ormana giriş yasağını ihlal eden kişiye ceza kesildi,anger
gazeteduvar.com.tr,2023-07-21,Ticaret Bakanlığı: Düzenlemeye aykırı ilan sayısı 7 bine geriledi,hope
gazeteduvar.com.tr,2023-07-21,Polonya: Ülkede şimdiye kadar görülen en büyük Rus casus ağı çökertildi,fear
gazeteduvar.com.tr,2023-07-22,Kürt kültürü dünyaya yayıldı: 600 yıllık reşik,
gazeteduvar.com.tr,2023-07-22,104 sanatçıdan ‘Merdan Yanardağ’a özgürlük’ çağrısı,hope
gazeteduvar.com.tr,2023-07-23,Eski eşini öldürmesi için Bincoin'le kiralık katil tutan kadına hapis cezası,anger
gazeteduvar.com.tr,2023-07-23,"Ayağının tozuyla Trabzonspor'a geldi, antrenmanda sakatlandı",sadness
gazeteduvar.com.tr,2023-07-24,Yunanistan'da muhalefetten 'yangın' eleştirisi: 'Devlet mekanizması çöktü',anger
gazeteduvar.com.tr,2023-07-24,'Çekiç ve Gül: Bir Behzat Ç. Hikayesi'nin 2'nci sezonundan tanıtım,
gazeteduvar.com.tr,2023-07-25,"Rusya ve ABD, Suriye hava sahasında chaff fişekli 'it dalaşı'na girdi",anger
gazeteduvar.com.tr,2023-07-25,Bakan Işıkhan'dan memur ve emekli zammı açıklaması: İnşallah uzlaşmayla sonlandıracağız,hope
gazeteduvar.com.tr,2023-07-26,"Kevin Spacey, cinsel saldırı davasında beraat etti",anger
gazeteduvar.com.tr,2023-07-26,İstanbul'da Halk Ekmek fiyatlarına zam,anger
gazeteduvar.com.tr,2023-07-27,Ankara barajlarının aktif doluluk oranı yüzde 50'nin altında,sadness
gazeteduvar.com.tr,2023-07-27,Leman'dan 'ekonomi' kapağı: Cari açığa çare geleneksel dev kaynak,hope
gazeteduvar.com.tr,2023-07-28,2 bin 636 hakim ve savcının terfi kararları Resmi Gazete'de,
gazeteduvar.com.tr,2023-07-28,Midyat'ta şüpheli kadın ölümü: 6. kattan 'düştü',
gazeteduvar.com.tr,2023-07-29,"Almanya'da silahlı saldırı: 3 ölü, 2 yaralı",sadness
gazeteduvar.com.tr,2023-07-29,PwC gizli bilgileri nasıl sızdırdı?,
gazeteduvar.com.tr,2023-07-30,'Eşcinsel seks kaseti’ iddiası: İslami değerleri yayma başkanı görevden alındı,anger
gazeteduvar.com.tr,2023-07-30,"Yeni sezon, yeni başkan, yeni takım: Amedspor ‘yeniden’ diyor",hope
gazeteduvar.com.tr,2023-07-31,"Çalıştığı pizza dükkanına ateş açtı: 1 ölü, 1 ağır yaralı",anger
gazeteduvar.com.tr,2023-07-31,"Galatasaray, Atalay Babacan ile yolları ayırdı",sadness
gazeteduvar.com.tr,2023-08-01,Sağlık emekçileri Diyarbakır'da iş bıraktı,anger
gazeteduvar.com.tr,2023-08-01,İş bırakma eylemi: Sağlık emekçileri alanlara indi,anger
gazeteduvar.com.tr,2023-08-02,Auschwitz kampında öldürülen Romanlar Edirne'de anıldı,sadness
gazeteduvar.com.tr,2023-08-02,"İktidar vekillerine SAADET talimatı: Laf atmayın, yorulurlar",anger
gazeteduvar.com.tr,2023-08-03,MSB: Şile'de bulunan top mermileri 2. Dünya Savaşı'ndan kalma,
gazeteduvar.com.tr,2023-08-03,"Kuzey Kore, ABD'li askerin gözaltında olduğunu doğruladı",fear
gazeteduvar.com.tr,2023-08-04,Prof. Pampal: Depremlerin önceden tahmin edileceğini düşünüyorum,hope
gazeteduvar.com.tr,2023-08-04,Türkiye- Bulgaristan sınırındaki ormanda yangın,fear
gazeteduvar.com.tr,2023-08-05,"FT, Türkiye'de tatili yazdı: Turist sayısı artıyor, harcama azalıyor",hope
gazeteduvar.com.tr,2023-08-05,Kılıçdaroğlu’nun konvoyunda kaza: 4 yaralı,
gazeteduvar.com.tr,2023-08-06,Hava kirliliği nedeniyle eğitime ara verildi,sadness
gazeteduvar.com.tr,2023-08-06,Mısır tarlasında erkek cesedi bulundu,sadness
gazeteduvar.com.tr,2023-08-07,O vegan açlıktan mı öldü?,
gazeteduvar.com.tr,2023-08-07,"Kobanê Davası: Demirtaş, 31 Mayıs'tan sonra ilk kez konuşacak",
gazeteduvar.com.tr,2023-08-08,Antep'te 2 polis memuru 19 kilo uyuşturucuyla yakalandı,disgust
gazeteduvar.com.tr,2023-08-08,Günün karikatürü,
gazeteduvar.com.tr,2023-08-09,Kuşun ağzındaki yılanı üzerine düşürdüğü kadın yaralandı,fear
gazeteduvar.com.tr,2023-08-09,Onursal Adıgüzel: Sandık başında hile oldu ama sonuca etkisi yok,anger
gazeteduvar.com.tr,2023-08-10,'Sürekli para çeken' bahis çetesi üyeleri yakalandı,anger
gazeteduvar.com.tr,2023-08-10,Gece yarısı 5 ahşap evi alevler sardı,fear
gazeteduvar.com.tr,2023-08-11,Serdar Ortaç'tan cinsiyetçi sözler: 'Eşitlik diye diye başımıza çıktınız',anger
gazeteduvar.com.tr,2023-08-11,"Bingöl'de 4,3 büyüklüğünde deprem",
gazeteduvar.com.tr,2023-08-12,Uçak seferlerinde ayrımcılık iddiası: 'THY’nin tekeli kaldırılmalı',
gazeteduvar.com.tr,2023-08-12,Ordulu çiftçiler fiyatlara tepkili: 'Taban fiyatı kabul etmiyoruz',
gazeteduvar.com.tr,2023-08-13,"Fenerbahçe transferi duyurdu, Fred yanıt verdi: Yabadabadoo...",happiness
gazeteduvar.com.tr,2023-08-13,Antalya'da gıda fabrikasında yangın,fear
gazeteduvar.com.tr,2023-08-14,KESK: 16 Ağustos’ta iş bırakıyoruz,anger
gazeteduvar.com.tr,2023-08-14,Antakya'da imamdan kadına saldırı: 'Bu kılıkla nasıl buraya gelirsin?',anger
gazeteduvar.com.tr,2023-08-15,Hindistan'da sel felaketi: Ölü sayısı 50'yi aştı,sadness
gazeteduvar.com.tr,2023-08-15,"Şenol Güneş, Gedson’dan kendi Talisca’sını yaratabilir",hope
gazeteduvar.com.tr,2023-08-16,Prof. Ahmet Ercan'dan deprem uyarısı: Burhaniye-Ören-Edremit hattındaki yazlıklara dikkat,fear
gazeteduvar.com.tr,2023-08-16,İzmir için deprem uyarısı: 13 tane fay var,fear
gazeteduvar.com.tr,2023-08-17,"Terzi, iki sezonuyla Netflix Top 10'de",
gazeteduvar.com.tr,2023-08-17,Atlas Okyanusu'nda mülteci teknesi alabora oldu: En az 60 kişi hayatını kaybetti,sadness
gazeteduvar.com.tr,2023-08-18,"İddia: Apple, Disney'i satın alabilir",hope
gazeteduvar.com.tr,2023-08-18,İnsan Hakları Okulu’nun konuğu EMEP’li Karaca olacak,
gazeteduvar.com.tr,2023-08-19,"Rusya, Ukrayna'daki dört bölgeyi ilhak etti",anger
gazeteduvar.com.tr,2023-08-19,Diyarbakır'da kayıp yakınları Hacı Ahmet Er’in akıbetini sordu,
gazeteduvar.com.tr,2023-08-20,"Maraş'ta 4,2 büyüklüğünde deprem",
gazeteduvar.com.tr,2023-08-20,Bir hayalim var: Okulöncesi finansal okuryazarlık,hope
gazeteduvar.com.tr,2023-08-21,"Süper Lig'de günün maçları: Fenerbahçe, Samsun deplasmanında",happiness
gazeteduvar.com.tr,2023-08-21,"Barodan, Diyarbakır Cezaevi başvurusu: Bu acıların bir daha yaşanmaması için bir mekan inşa edilmeli",hope
gazeteduvar.com.tr,2023-08-22,Gediz Elektrik: Leyleklerin güvenliği için elektriği kestik,anger
gazeteduvar.com.tr,2023-08-22,Urfa’da göz doktoru sıkıntısı: ‘Aylardır randevu bekliyorum’,anger
gazeteduvar.com.tr,2023-08-23,CHP: Çanakkale’deki yangın için belediyelerimiz seferber oldu,hope
gazeteduvar.com.tr,2023-08-23,Meclis komisyonlarının gündeminde çocuk suçluluğu var,fear
gazeteduvar.com.tr,2023-08-24,Hande Erçel ve Burak Deniz başrolde: 'Bambaşka Biri'nden ilk tanıtım,
gazeteduvar.com.tr,2023-08-24,Galatasaray gol düellosunu 90+3'te kazandı,happiness
gazeteduvar.com.tr,2023-08-25,"Çin Sendromu: ‘Gri gergedanlar’, deflasyon ve olası küresel etkileri",
gazeteduvar.com.tr,2023-08-25,Lukaşenko: Daha önce Prigojin'e yönelik suikast girişimi hakkında ciddi bilgi aldım,fear
gazeteduvar.com.tr,2023-08-26,Markette dans eden Nimet İyice'den iyi haber geldi,happiness
gazeteduvar.com.tr,2023-08-26,Süper Lig'de günün programı: Trabzon'da Karadeniz derbisi,
gazeteduvar.com.tr,2023-08-27,HDP'den Bakan Koca'ya: Bari sen diline sahip çıksaydın,anger
gazeteduvar.com.tr,2023-08-27,FIFA'nın 'taciz' cezası sonrası federasyondan 'olağanüstü toplantı' kararı,
gazeteduvar.com.tr,2023-08-28,Aşı sıkıntısını anlatan doktora ‘sansür yasası’ndan dava açıldı,anger
gazeteduvar.com.tr,2023-08-28,David Fincher yeni filminin çekimlerine başlıyor: Netflix'te yayınlanacak,hope
gazeteduvar.com.tr,2023-08-29,İnce'den 'CHP'de değişim' mesajı: Ben göndereceğim,
gazeteduvar.com.tr,2023-08-29,Yeniden Refah Partili Doğan Aydal: 'Biz olmasaydık Erdoğan Cumhurbaşkanı olamazdı',anger
gazeteduvar.com.tr,2023-08-30,"MEB, bazı özel okullara ilgili 'ders kitapları' incelemesi başlattı",
gazeteduvar.com.tr,2023-08-30,"Yüksek Mahkeme, Víctor Jara'yı öldüren eski askerlerin cezasını onadı",anger
